id,rank,overallRating,firstName,lastName,commonName,birthdate,height,weight,skillMoves,weakFootAbility,preferredFoot,position,positionType,alternatePositions,nationality,team,leagueName,playStyles,playStylesPlus,pac,sho,pas,dri,def,phy,acceleration,sprintSpeed,finishing,shotPower,longShots,volleys,penalties,positioning,shortPassing,longPassing,curve,freeKickAccuracy,crossing,vision,dribbling,ballControl,agility,balance,reactions,composure,interceptions,defensiveAwareness,standingTackle,slidingTackle,headingAccuracy,aggression,jumping,stamina,strength,gkDiving,gkHandling,gkKicking,gkPositioning,gkReflexes
278061,13135,62,Tidiam,Gomis,,,183,71,3,3,1,LM,Midfielder,LW,France,SM Caen,Ligue 2 BKT,,,75,52,54,68,25,49,73,77,54,59,37,44,59,65,57,39,57,42,48,66,69,67,76,68,46,64,22,22,27,29,29,38,48,50,52,,,,,
257348,13135,62,Taras,Gomulka,,,182,70,2,3,1,CDM,Midfielder,CM,Australia,Perth Glory,A-League,Intercept,,65,52,59,59,59,64,63,66,49,57,56,46,46,49,64,60,57,52,54,55,55,58,72,67,61,60,61,58,61,58,53,65,61,70,61,,,,,
241891,13135,62,Ben,Goodliffe,,,185,80,2,2,1,CB,Defense,,England,Colchester,EFL League Two,Slide Tackle,,54,25,42,45,60,78,53,54,20,36,21,31,35,33,50,46,37,27,32,39,41,46,44,50,60,54,60,61,60,59,60,63,74,79,83,,,,,
276806,13135,62,Owen,Goodman,,,193,84,1,3,2,GK,Defense,,England,AFC Wimbledon,EFL League Two,,,64,59,64,64,38,59,37,40,5,48,5,7,12,8,44,44,12,10,13,46,30,35,55,45,54,48,9,5,13,14,14,17,63,35,73,64.0,59.0,64.0,59.0,64.0
260406,13135,62,Kaide,Gordon,,,177,65,3,3,2,RW,Attack,RM,England,Norwich,EFL Championship,,,71,57,54,67,25,44,76,67,60,55,54,42,56,59,58,50,45,30,56,57,67,62,80,76,58,61,22,22,24,21,42,38,47,52,43,,,,,
231615,13135,62,Kellan,Gordon,,,179,76,2,2,1,RB,Defense,RM,England,Notts County,EFL League Two,Whipped Pass,,80,50,55,60,55,66,77,82,49,51,52,42,50,57,54,53,54,49,58,56,59,58,71,69,57,54,56,56,55,54,55,66,72,68,64,,,,,
258637,13135,62,Felix,Göttlicher,,,191,80,2,5,1,CB,Defense,,Germany,Hannover 96 II,3. Liga,,,60,30,37,47,60,72,50,69,26,48,24,22,30,29,55,31,27,25,28,24,33,61,59,61,52,54,53,56,66,64,63,61,71,69,77,,,,,
261680,13135,62,Gori,,,,172,62,3,4,2,CM,Midfielder,CAM,Spain,Real Zaragoza,LALIGA HYPERMOTION,,,73,56,60,66,57,60,74,73,54,63,52,55,62,61,64,63,61,55,50,64,65,65,76,80,60,60,59,59,59,57,40,61,56,63,59,,,,,
225772,13135,62,Kieran,Green,,,184,78,2,3,1,CDM,Midfielder,CM,England,Grimsby Town,EFL League Two,Aerial,,62,47,51,57,58,72,64,61,43,56,49,39,44,55,58,56,36,33,39,55,55,59,58,69,62,53,60,58,60,56,48,75,60,82,66,,,,,
198543,13135,62,Aaron,Greene,,,181,82,3,3,2,ST,Attack,LW,Republic of Ireland,Shamrock Rovers,SSE Airtricity PD,Rapid,,76,61,54,61,41,68,78,75,64,63,54,51,58,62,57,53,57,50,50,56,60,59,71,64,53,61,38,39,39,40,58,66,74,68,68,,,,,
208714,13135,62,Dragoș,Grigore,,,185,77,2,2,1,CB,Defense,,Romania,FC Gloria Buzău,SUPERLIGA,Power Header,,36,54,54,43,61,62,39,33,45,68,62,49,56,48,60,62,52,50,45,50,38,44,42,55,57,61,59,60,64,57,67,76,65,34,71,,,,,
193478,13135,62,Jamie,Grimes,,,188,83,2,3,2,CB,Defense,,England,Chesterfield,EFL League Two,,,52,28,44,43,61,71,53,51,22,44,23,29,36,38,55,52,33,22,30,39,39,41,49,46,61,52,60,62,61,61,62,58,80,67,78,,,,,
213687,13135,62,Liam,Grimshaw,,,179,85,2,3,1,CM,Midfielder,RB,England,Dundee United,Scottish Prem,,,67,54,60,61,59,70,68,67,56,50,59,46,40,59,64,61,49,49,58,59,61,62,58,61,62,53,61,58,60,60,50,59,67,77,72,,,,,
186970,13135,62,Gu,Cao,,,183,73,2,2,1,CB,Defense,,China PR,Henan FC,CSL,"Long Throw,Slide Tackle",,35,40,44,57,64,58,35,35,46,38,33,22,30,48,50,51,24,29,36,43,62,54,34,61,60,60,64,65,66,60,60,68,58,35,66,,,,,
229168,13135,62,Théo,Guivarch,,,195,87,1,2,1,GK,Defense,,France,Clermont Foot 63,Ligue 2 BKT,,,61,59,60,65,38,61,35,42,12,45,16,18,19,15,26,39,19,6,14,24,14,15,38,37,55,30,15,9,10,11,10,34,64,36,78,61.0,59.0,60.0,61.0,65.0
278587,13135,62,Deniz,Gül,,,190,82,2,3,1,ST,Attack,,Sweden,FC Porto,Liga Portugal,,,65,61,48,60,25,64,64,65,63,62,59,55,56,60,57,49,32,36,30,55,61,60,61,54,59,56,31,26,12,10,62,51,72,58,71,,,,,
276325,13135,62,Serhat-Semih,Güler,,,181,76,2,5,1,ST,Attack,,Germany,Viktoria Köln,3. Liga,,,81,61,46,61,32,64,79,83,64,57,60,47,60,60,52,31,39,44,44,49,61,59,66,65,60,58,33,32,26,22,60,72,75,58,63,,,,,
240704,13135,62,Guo,Quanbo,,,185,76,1,2,1,GK,Defense,,China PR,Meizhou Hakka FC,CSL,Cross Claimer,,59,58,56,65,51,61,45,59,16,42,18,13,25,18,44,52,39,26,32,66,22,37,56,60,62,62,21,16,17,15,28,40,65,31,62,59.0,58.0,56.0,61.0,65.0
226021,13135,62,Guo,Hao,,,173,66,2,2,1,CDM,Midfielder,CM,China PR,Tianjin JMT FC,CSL,,,66,39,54,64,58,69,58,73,34,49,39,32,32,59,59,56,43,33,42,63,62,60,76,82,63,62,60,57,62,58,46,64,57,79,67,,,,,
276614,13135,62,Musa,Gurbanli,,,185,78,3,3,1,ST,Attack,,Azerbaijan,Qarabağ FK,Liga Azerbaijan,,,69,63,42,61,22,63,69,69,62,71,61,57,61,65,42,33,59,44,40,48,61,60,67,61,56,62,15,16,22,15,57,38,71,66,71,,,,,
264009,13135,62,Yahav,Gurfinkel,,,171,70,2,3,2,LB,Defense,,Israel,Rongcheng FC,CSL,,,71,35,44,60,55,59,75,67,35,34,33,31,37,49,47,40,35,32,54,38,56,62,73,79,58,44,59,52,60,57,43,56,52,80,50,,,,,
253637,13135,62,Jhohan,Gutiérrez,,,177,72,1,2,1,GK,Defense,,Bolivia,The Strongest,Libertadores,,,63,60,62,62,50,61,50,49,13,47,13,19,17,16,26,38,12,11,11,49,16,22,45,32,61,56,20,15,14,12,19,35,66,40,69,63.0,60.0,62.0,61.0,62.0
277519,13135,62,Juan,Gutiérrez,,,188,85,2,3,1,CB,Defense,,Spain,CD Mirandés,LALIGA HYPERMOTION,,,61,29,39,42,63,67,62,61,24,40,26,34,47,28,50,33,30,36,35,33,31,50,47,55,58,49,60,62,67,68,58,54,70,65,73,,,,,
71731,13135,62,Santiago,Guzmán,,,177,75,3,3,1,LM,Midfielder,"CAM, CM, LW",Uruguay,Wanderers,Sudamericana,,,66,58,62,64,51,60,64,68,58,55,58,63,60,54,65,63,67,55,61,59,66,62,67,67,50,55,48,55,43,61,55,58,64,57,62,,,,,
73768,13135,62,Stephen,Annor Gyamfi,,,183,76,4,3,1,ST,Attack,,Ghana,Houston Dynamo,MLS,,,76,64,53,57,25,55,75,77,67,65,63,42,64,63,60,51,58,44,42,53,59,54,60,60,51,58,21,22,20,22,64,41,71,55,58,,,,,
274443,13135,62,Mohamed,Hafid,,,175,72,3,2,2,CAM,Midfielder,,Morocco,SM Caen,Ligue 2 BKT,,,69,56,61,67,57,52,69,69,55,59,55,59,58,54,64,61,59,55,58,60,69,65,72,74,55,61,55,55,59,59,55,50,63,41,57,,,,,
256246,13135,62,Romario,Hajrulla,,,179,85,2,4,1,ST,Attack,CAM,Albania,Energie Cottbus,3. Liga,,,69,61,56,61,37,66,68,69,62,60,61,62,61,64,60,51,51,56,54,58,58,64,67,74,57,58,34,33,38,31,58,58,67,72,66,,,,,
233865,13135,62,Ronan,Hale,,,176,70,2,3,1,ST,Attack,"RM, RW",Republic of Ireland,Ross County,Scottish Prem,,,72,62,54,63,26,60,73,72,64,62,58,57,61,63,57,48,58,55,55,53,62,60,76,76,61,60,18,28,24,15,54,58,64,63,59,,,,,
257863,13135,62,Connor,Hall,,,193,85,2,2,2,CB,Defense,,England,Port Vale,EFL League Two,Long Ball Pass,,47,27,39,42,61,77,50,45,24,33,21,28,39,33,52,47,33,28,22,33,39,46,33,39,60,57,61,61,61,58,62,65,73,74,83,,,,,
72284,13135,62,Tyrese,Hall,,,169,73,2,4,1,CDM,Midfielder,CM,England,Spurs,Premier League,Press Proven,,69,50,60,65,58,58,70,69,46,57,52,39,47,54,65,64,53,56,50,62,66,62,71,78,57,61,60,56,61,59,49,52,58,61,59,,,,,
251830,13135,62,Denzel,Hall,,,180,74,2,3,1,RB,Defense,,Holland,sc Heerenveen,Eredivisie,,,75,44,47,59,58,65,79,72,32,60,50,50,40,52,48,42,38,37,54,45,59,57,64,66,60,55,58,56,60,61,56,70,73,62,64,,,,,
172529,13135,62,Brian,Hämäläinen,,,176,81,3,3,2,CB,Defense,LB,Denmark,Lyngby BK,3F Superliga,,,59,55,64,63,61,70,63,55,44,70,62,60,62,58,64,65,68,69,64,59,62,62,65,69,62,63,62,62,60,59,56,68,69,65,73,,,,,
70035,13135,62,Micah,Hamilton,,,177,74,3,3,1,LW,Attack,"RW, LM",England,Middlesbrough,EFL Championship,,,75,61,56,65,29,49,78,73,60,74,53,58,64,56,59,52,68,59,56,51,65,62,82,69,51,53,23,25,28,37,51,33,62,51,53,,,,,
244224,13135,62,Fredrik,Hammar,,,175,70,2,3,1,CM,Midfielder,RM,Sweden,Hammarby IF,Allsvenskan,,,66,54,58,65,58,71,68,64,54,50,58,49,49,63,63,57,52,45,51,60,63,64,69,72,66,64,57,64,59,58,43,81,57,72,68,,,,,
270497,13135,62,Saïd,Hamulić,,,188,83,3,2,1,ST,Attack,,Bosnia and Herzegovina,Widzew Łódź,PKO BP Ekstraklasa,,,75,59,57,62,27,64,76,75,59,64,58,53,62,55,60,52,55,42,53,63,61,62,68,71,61,56,18,21,28,24,64,51,80,57,72,,,,,
251298,13135,62,Omer,Hanin,,,190,80,1,4,1,GK,Defense,,Israel,SV Waldhof,3. Liga,,,66,57,58,64,34,59,33,35,7,44,14,13,10,10,25,24,10,8,11,44,13,21,28,24,58,32,14,13,14,13,15,18,58,26,65,66.0,57.0,58.0,59.0,64.0
268436,13135,62,Isak,Hansen-Aarøen,,,173,65,3,4,1,CAM,Midfielder,"CM, ST",Norway,SV Werder Bremen,Bundesliga,Technical,,70,50,60,68,47,50,77,65,50,53,47,43,48,57,65,60,58,45,54,62,66,64,86,84,59,65,48,45,52,46,38,43,50,60,48,,,,,
241699,13135,62,Riley,Harbottle,,,190,75,2,3,1,CB,Defense,,England,AFC Wimbledon,EFL League Two,Jockey,,67,29,45,49,61,73,69,66,27,40,22,30,34,29,55,47,34,25,35,44,44,48,60,56,58,55,61,60,61,60,62,62,78,69,79,,,,,
277689,13135,62,Conrad,Harder,,,183,74,2,2,2,ST,Attack,CAM,Denmark,FC Nordsjælland,3F Superliga,,,74,61,47,63,23,60,73,74,64,62,58,46,47,63,55,46,36,37,32,53,62,64,65,66,61,54,17,21,19,18,54,64,66,53,61,,,,,
254552,13135,62,Kian,Harratt,,,179,68,2,3,2,ST,Attack,,England,Fleetwood Town,EFL League Two,,,75,59,40,61,23,68,77,74,61,62,56,42,64,60,49,31,42,35,28,45,57,65,61,71,62,55,13,20,21,17,59,65,77,61,72,,,,,
245510,13135,62,Abdullah,Hassoun,,,177,68,2,3,1,RB,Defense,RM,Saudi Arabia,Al Qadisiyah,ROSHN Saudi League,,,74,40,50,59,57,70,75,73,39,47,34,39,34,49,56,50,43,28,53,46,55,61,67,74,54,50,57,56,61,59,50,73,67,75,66,,,,,
256040,13135,62,Herman,Haugen,,,182,70,2,2,1,RB,Defense,,Norway,Viking FK,Eliteserien,Bruiser,,72,42,49,57,58,74,74,71,28,63,55,22,42,50,50,42,54,60,57,41,56,56,63,69,53,56,57,58,62,57,46,66,68,80,74,,,,,
237731,13135,62,Josh,Hawkes,,,180,70,3,3,1,LM,Midfielder,LW,England,Tranmere Rovers,EFL League Two,Whipped Pass,,71,61,59,62,35,57,74,69,63,60,61,52,57,57,59,55,63,62,60,58,62,60,72,71,54,58,33,34,37,32,38,41,54,71,56,,,,,
252031,13135,62,Florian,Heister,,,179,75,2,4,1,RB,Defense,RM,Germany,Aleman. Aachen,3. Liga,Quick Step,,83,51,58,65,54,61,82,83,51,57,44,53,58,54,59,56,55,42,60,58,65,62,79,80,57,53,50,50,60,52,60,45,77,65,63,,,,,
278999,13135,62,Mustafa,Erhan Hekimoğlu,,,185,70,2,3,1,ST,Attack,"LW, RW",Turkey,Beşiktaş,Trendyol Süper Lig,Chip Shot,,64,60,50,61,27,58,65,64,67,60,52,32,55,65,61,38,40,42,42,52,64,64,63,40,47,50,26,20,21,28,63,54,77,50,62,,,,,
228212,13135,62,Andreas,Helmersen,,,190,82,2,3,2,ST,Attack,,Norway,FK Bodø/Glimt,Eliteserien,,,70,61,47,60,29,73,67,72,62,66,58,55,57,63,52,41,48,48,40,50,60,60,60,66,56,58,22,28,26,23,60,58,78,67,81,,,,,
243643,13135,62,Ewan,Henderson,,,186,68,3,3,1,CAM,Midfielder,"CM, LM",Scotland,K. Beerschot VA,1A Pro League,Technical,,58,57,64,62,47,51,60,57,55,60,56,57,54,62,65,62,64,62,62,64,62,64,64,60,58,58,51,50,44,41,47,50,46,63,45,,,,,
70114,13135,62,Axel,Henriksson,,,182,76,2,3,1,CM,Midfielder,CAM,Sweden,GAIS,Allsvenskan,,,60,57,61,62,52,59,57,63,59,57,56,49,49,62,68,65,52,40,54,62,61,62,63,61,66,60,59,45,56,52,46,65,56,47,63,,,,,
228148,13135,62,Rushian,Hepburn-Murphy,,,173,65,3,3,1,ST,Attack,"RW, LW",England,Crawley Town,EFL League One,Rapid,,90,62,49,66,25,41,91,90,62,64,63,58,60,62,54,40,54,50,47,48,66,60,82,80,57,58,21,19,22,23,58,40,62,47,37,,,,,
256186,13135,62,Wilbert,Hernández,,,185,80,1,3,1,GK,Defense,,Venezuela,Caracas FC,Libertadores,,,64,58,62,60,22,62,19,26,6,47,7,9,20,9,17,21,11,12,15,27,9,16,24,44,63,35,14,9,14,11,12,22,52,17,63,64.0,58.0,62.0,62.0,60.0
259039,13135,62,Bode,Hidalgo,,,183,75,3,4,2,RB,Defense,,United States,Real Salt Lake,MLS,,,77,43,45,66,58,58,80,74,47,44,34,47,38,48,52,34,38,27,49,44,71,61,69,65,64,42,62,60,60,52,41,31,62,66,65,,,,,
193875,13135,62,Jack,Hingert,,,170,68,2,3,1,RB,Defense,,Sri Lanka,Brisbane Roar,A-League,,,64,41,55,59,57,66,71,58,35,50,44,39,40,51,59,51,54,39,57,52,57,58,69,72,60,58,57,57,59,57,49,63,63,76,62,,,,,
244322,13135,62,Myles,Hippolyte,,,183,74,3,4,2,LB,Defense,CM,Grenada,AFC Wimbledon,EFL League Two,"Flair,Long Throw,Technical",,82,60,60,62,53,70,82,82,58,65,60,54,58,58,61,61,56,52,57,61,62,61,68,64,58,57,56,52,56,52,45,61,63,73,73,,,,,
211978,13135,62,Seán,Hoare,,,182,84,2,2,1,CB,Defense,,Republic of Ireland,Shamrock Rovers,SSE Airtricity PD,,,37,35,49,48,62,70,36,37,24,56,33,36,46,43,56,53,35,29,51,40,46,50,49,46,63,48,63,61,62,58,63,66,72,65,73,,,,,
259224,13135,62,Armin,Hodžić,,,182,75,2,2,1,CDM,Midfielder,CM,Bosnia and Herzegovina,Hatayspor,Trendyol Süper Lig,,,64,47,58,57,61,67,63,64,42,57,50,33,56,44,65,62,43,50,48,58,56,57,64,58,60,54,58,61,63,62,62,50,73,66,73,,,,,
262943,13135,62,Yoav,Hofmeister,,,182,75,2,2,2,CDM,Midfielder,CB,Israel,Korona Kielce,PKO BP Ekstraklasa,,,63,37,51,59,60,69,65,61,32,50,38,29,39,40,65,54,39,42,37,45,56,58,68,70,63,63,66,60,60,53,58,61,68,75,70,,,,,
207513,13135,62,Gavan,Holohan,,,180,75,3,3,1,CM,Midfielder,"CDM, CAM",Republic of Ireland,Crawley Town,EFL League One,,,68,58,59,63,54,68,70,67,56,58,62,51,61,58,62,60,58,54,53,62,60,60,75,78,62,62,56,49,57,56,50,70,69,85,58,,,,,
229190,13135,62,Kevin,Holt,,,185,70,2,3,2,CB,Defense,LB,Scotland,Dundee United,Scottish Prem,"Aerial,Intercept",,58,33,50,56,61,70,65,53,30,40,33,23,33,51,57,48,29,35,51,47,56,58,64,34,58,55,58,62,61,63,61,60,72,76,71,,,,,
72539,13135,62,Felix,Holzhacker,,,176,70,2,3,2,LB,Defense,,Austria,Grazer AK,Ö. Bundesliga,,,59,57,59,61,60,60,69,51,59,57,58,50,48,48,62,59,57,56,59,57,64,57,62,69,57,49,63,61,60,62,51,57,60,64,59,,,,,
239011,13135,62,Josué,Homawoo,,,190,84,2,2,2,CB,Defense,,Togo,FC Dinamo 1948,SUPERLIGA,,,71,30,44,46,58,76,68,74,24,42,28,37,43,26,51,43,37,32,45,35,38,51,57,44,54,53,55,55,62,60,60,74,80,54,87,,,,,
247085,13135,62,Will,Hondermarck,,,183,76,3,3,1,CM,Midfielder,CDM,Congo,Northampton,EFL League One,,,78,53,58,65,59,66,76,80,50,62,58,40,40,56,66,62,50,35,45,62,65,60,77,70,64,60,65,57,61,56,51,60,69,68,67,,,,,
256685,13135,62,Hong,Si Hoo,,,175,65,3,3,1,RW,Attack,"RB, ST, RM",Korea Republic,Incheon United,K League 1,Quick Step,,83,57,56,65,30,59,85,81,55,68,50,58,52,60,60,51,58,50,55,55,64,63,81,84,50,58,27,35,24,25,44,48,65,58,64,,,,,
258606,13135,62,Luca,Hoole,,,180,70,2,2,1,RB,Defense,CB,Wales,Shrewsbury,EFL League One,,,72,32,54,59,58,67,74,71,33,29,26,34,37,45,60,56,54,36,56,45,59,58,65,66,55,53,54,56,61,59,60,59,74,71,68,,,,,
272557,13135,62,Mattis,Hoppe,,,179,73,2,3,1,RB,Defense,,Germany,FC Ingolstadt 04,3. Liga,,,71,45,54,62,56,56,73,69,31,64,56,36,47,58,60,46,59,36,61,48,60,62,74,70,59,54,52,57,59,57,50,46,58,74,50,,,,,
251417,13135,62,Eric,Hottmann,,,187,92,2,3,1,ST,Attack,RM,Germany,Jahn Regensburg,Bundesliga 2,,,65,59,53,60,26,70,53,74,60,63,56,46,56,61,58,52,39,34,49,57,60,62,62,58,55,53,23,20,21,23,67,59,73,64,77,,,,,
208543,13135,62,Cameron,Howieson,,,180,78,3,3,2,CM,Midfielder,,New Zealand,Auckland FC,A-League,Technical,,70,59,61,62,54,67,71,70,58,58,69,38,49,64,60,62,61,63,61,61,59,63,68,70,60,68,59,53,52,47,56,65,70,71,66,,,,,
247135,13135,62,Andrea,Hristov,,,192,80,2,3,1,CB,Defense,,Bulgaria,Cosenza,Serie BKT,,,64,40,46,48,59,72,61,66,35,52,37,44,36,51,52,46,24,40,34,52,42,48,62,58,62,53,61,56,61,60,61,60,75,67,79,,,,,
240472,13135,62,Hu,Ruibao,,,185,73,2,2,2,CB,Defense,,China PR,SZ Peng City,CSL,,,71,30,47,55,61,67,72,71,21,43,33,35,28,39,54,52,39,36,50,31,50,58,67,57,60,58,58,62,61,63,62,51,77,66,73,,,,,
236209,13135,62,Denver,Hume,,,177,71,2,3,2,LB,Defense,,England,Grimsby Town,EFL League Two,Rapid,,79,37,55,63,57,61,80,79,29,52,37,30,42,55,55,48,63,60,61,50,63,59,74,77,53,54,56,54,61,57,53,73,64,67,53,,,,,
276829,13135,62,Fabricio,Iacovich,,,199,93,1,3,2,GK,Defense,,Argentina,Estudiantes,Libertadores,,,62,60,61,64,48,59,50,45,14,46,18,16,37,9,32,27,23,22,18,44,24,27,56,44,62,44,13,12,18,16,27,33,74,22,76,62.0,60.0,61.0,59.0,64.0
261646,13135,62,Dragoș,Iancu,,,180,78,3,3,1,LM,Midfielder,"CM, LW",Romania,FC Hermannstadt,SUPERLIGA,,,72,55,58,59,58,57,73,72,56,54,54,44,54,57,63,56,50,49,55,59,58,60,67,59,58,52,60,60,61,54,45,31,61,69,60,,,,,
253491,13135,62,Melih,Ibrahimoglu,,,175,73,3,2,1,CM,Midfielder,CDM,Turkey,Konyaspor,Trendyol Süper Lig,,,70,51,59,68,45,55,72,69,51,57,46,41,50,56,63,64,46,48,48,65,68,69,70,78,56,58,46,38,53,45,41,51,51,66,52,,,,,
266236,13135,62,Arijon,Ibrahimović,,,176,69,3,3,1,LW,Attack,"CAM, LM",Germany,FC Bayern München,Bundesliga,,,59,62,56,67,26,48,64,54,60,65,61,65,60,61,59,46,64,55,55,59,68,68,71,75,52,57,24,19,23,28,57,48,55,45,48,,,,,
265483,13135,62,Burak,İnce,,,181,70,3,3,2,RM,Midfielder,RW,Turkey,Śląsk Wrocław,PKO BP Ekstraklasa,Technical,,75,50,55,69,30,51,74,76,53,48,46,42,39,57,64,53,45,58,45,52,71,68,78,73,58,50,27,31,27,29,41,35,55,52,57,,,,,
279076,13135,62,César,Inga,,,178,78,2,2,2,LB,Defense,LM,Peru,ADT,Sudamericana,,,62,30,53,57,59,57,63,62,25,35,30,28,46,42,62,53,37,30,61,37,56,58,58,58,62,44,60,59,62,57,49,54,55,60,57,,,,,
237714,13135,62,Dane,Ingham,,,186,73,2,3,1,RB,Defense,,New Zealand,Newcastle Jets,A-League,Long Throw,,86,47,54,60,52,79,80,91,44,56,47,42,44,53,55,49,57,45,56,57,59,54,73,76,57,58,52,49,55,53,48,65,77,84,83,,,,,
213428,13135,62,Clint,Irwin,,,191,88,1,1,1,GK,Defense,,United States,Minnesota United,MLS,Footwork,,62,62,63,62,46,62,48,44,18,47,16,20,25,15,34,30,20,14,16,50,16,24,54,34,55,47,24,10,16,18,19,34,70,33,76,62.0,62.0,63.0,62.0,62.0
239006,13135,62,Jesper,Isaksen,,,183,73,2,3,1,CM,Midfielder,CDM,Norway,Kristiansund BK,Eliteserien,,,69,50,60,61,58,65,71,68,48,56,47,45,48,60,64,65,48,46,56,60,58,61,68,69,59,61,60,56,60,57,55,61,68,77,61,,,,,
267467,13135,62,Taofeek,Ismaheel,,,172,65,3,4,1,LW,Attack,"RW, LM",Nigeria,Górnik Zabrze,PKO BP Ekstraklasa,,,82,58,50,68,25,45,81,82,60,61,59,46,46,57,54,43,48,40,51,52,67,66,87,85,46,59,19,21,28,22,39,35,48,57,43,,,,,
248588,13135,62,Cătălin,Itu,,,182,70,2,2,1,CM,Midfielder,,Romania,Politehnica Iași,SUPERLIGA,Long Ball Pass,,66,58,58,60,59,71,65,67,57,65,61,33,46,56,64,61,51,56,44,62,58,61,64,68,60,62,62,60,62,59,45,66,62,75,71,,,,,
250786,13135,62,Ben,Jackson,,,178,73,2,4,2,LB,Defense,,England,Barrow,EFL League Two,,,72,43,53,61,55,61,73,72,33,59,50,32,45,50,59,46,61,51,61,40,61,61,72,61,55,52,57,52,57,57,52,60,63,71,57,,,,,
194091,13135,62,Michael,Jacobs,,,175,74,3,3,1,LM,Midfielder,"CAM, RM, LW",England,Chesterfield,EFL League Two,"Dead Ball,Incisive Pass,Technical",,62,60,62,65,48,54,65,59,60,61,62,55,59,58,61,62,67,64,63,63,63,64,71,74,61,64,49,41,52,50,51,63,55,49,52,,,,,
278903,13135,62,Jérémy,Jacquet,,,188,77,2,2,1,CB,Defense,,France,Clermont Foot 63,Ligue 2 BKT,,,64,31,47,52,61,66,59,68,28,42,25,23,42,28,59,55,41,28,32,40,48,58,49,49,53,57,57,59,67,58,63,61,71,57,72,,,,,
232520,13135,62,Diallang,Jaiyesimi,,,178,72,4,3,1,LM,Midfielder,"RM, RB, LW",England,Leyton Orient,EFL League One,,,91,54,57,63,50,58,91,91,54,58,53,46,57,56,58,50,58,55,60,57,61,60,83,71,56,58,50,49,52,46,53,60,75,40,65,,,,,
211621,13135,62,Konrad,Jałocha,,,201,93,1,2,1,GK,Defense,,Poland,Stal Mielec,PKO BP Ekstraklasa,,,60,61,70,58,28,68,24,33,15,53,12,9,35,14,32,23,20,12,8,32,17,24,37,32,49,37,17,13,12,8,15,38,63,25,79,60.0,61.0,70.0,68.0,58.0
269247,13135,62,Dean,James,,,177,71,3,3,2,LB,Defense,,Holland,Go Ahead Eagles,Eredivisie,,,77,29,50,56,60,59,76,78,29,35,21,21,31,46,58,54,33,32,52,41,56,50,74,71,54,48,57,61,63,61,55,56,68,66,56,,,,,
246043,13135,62,Jang,Seong Won,,,175,70,2,3,1,RB,Defense,RM,Korea Republic,Daegu FC,K League 1,Long Throw,,74,46,52,60,57,69,75,74,45,54,41,39,49,52,56,51,45,36,58,45,61,53,75,74,62,45,59,56,62,56,38,58,62,75,71,,,,,
241648,13135,62,Budimir,Janošević,,,188,86,1,3,1,GK,Defense,,Serbia,AIK,Allsvenskan,Cross Claimer,,61,62,55,63,23,63,25,21,7,41,5,9,14,6,20,24,16,13,12,48,11,14,23,26,50,45,10,11,13,13,18,35,58,22,69,61.0,62.0,55.0,63.0,63.0
256738,13135,62,Alassana,Jatta,,,192,87,2,2,1,ST,Attack,,Gambia,Notts County,EFL League Two,Power Header,,53,59,48,60,34,67,53,53,61,64,52,53,42,63,54,38,49,35,40,57,62,63,53,48,59,58,24,24,39,36,67,51,73,55,78,,,,,
220187,13135,62,Matt,Jay,,,169,64,3,4,1,CAM,Midfielder,,England,Colchester,EFL League Two,,,79,59,60,66,33,48,80,78,57,63,59,53,60,58,62,59,62,58,58,59,63,61,92,91,57,61,25,30,36,27,55,45,55,77,34,,,,,
262879,13135,62,Dominic,Jefferies,,,179,78,3,3,1,CM,Midfielder,"LM, CDM",Wales,Lincoln City,EFL League One,Technical,,73,55,60,64,59,70,71,74,55,62,52,39,52,58,61,60,60,42,59,62,64,63,72,69,60,62,61,55,60,60,59,70,71,75,68,,,,,
207620,13135,62,Connor,Jennings,,,183,72,2,3,1,ST,Attack,CM,England,Tranmere Rovers,EFL League Two,,,60,62,56,61,48,70,65,55,62,66,59,60,62,62,60,49,51,42,58,58,60,59,69,68,64,60,44,43,54,42,61,77,67,81,61,,,,,
223763,13135,62,Sandesh,Jhingan,,,188,80,2,3,1,CB,Defense,,India,FC Goa,ISL,"Aerial,Bruiser,Jockey",,53,33,42,39,61,77,52,53,26,52,33,25,34,27,55,44,30,30,33,33,31,44,53,33,45,60,58,62,62,61,62,73,81,73,80,,,,,
269127,13135,62,Ji,Jiabao,,,196,87,1,3,1,GK,Defense,,China PR,Qingdao W. Coast,CSL,Cross Claimer,,59,60,56,69,16,58,16,17,9,42,6,5,12,10,20,16,12,11,13,35,8,15,38,31,57,36,12,8,12,13,15,15,42,23,47,59.0,60.0,56.0,58.0,69.0
202231,13135,62,Hector,Jimenez,,,175,64,3,4,1,RB,Defense,LB,United States,Austin FC,MLS,,,57,58,62,62,60,62,59,55,53,64,60,56,60,62,62,59,68,53,64,61,60,61,67,67,61,64,62,63,58,57,57,63,62,62,61,,,,,
231705,13135,62,Juan,David Jiménez,,,175,72,2,3,1,CDM,Midfielder,,Colombia,Técnico U.,Sudamericana,,,58,41,54,59,60,59,63,54,30,60,44,35,45,47,65,58,42,32,39,55,54,63,57,72,64,61,63,60,63,56,53,46,59,68,59,,,,,
